Compound Name,FileName,Variety,Component RT,Peak,tR_best,m/z,Intensity
Benzaldehyde,ALTHEA.csv,ALTHEA,9.33440158227083,165,9.322,85,92347.79706787415
Phenol,ALTHEA.csv,ALTHEA,9.76434403560331,180,9.767,60,165321.5706269488
"Furan, 2-pentyl-",ALTHEA.csv,ALTHEA,9.99679592586519,188,9.986,43,733572.8416082391
"Cyclotetrasiloxane, octamethyl-",ALTHEA.csv,ALTHEA,10.11805,193,10.118,191,494875.6512245924
"1-Hexanol, 2-ethyl-",ALTHEA.csv,ALTHEA,10.7289666666667,210,10.731,70,5036606.963805619
Acetophenone,ALTHEA.csv,ALTHEA,11.4780828167651,234,11.478,105,5251614.697346275
Nonanal,ALTHEA.csv,ALTHEA,12.10835,253,12.102,57,30711175.93346511
"Ethanol, 1-(2-butoxyethoxy)-",ALTHEA.csv,ALTHEA,13.5070333333333,294,13.497,57,21606156.163481757
Decanal,ALTHEA.csv,ALTHEA,13.7321,301,13.732,57,9456029.58619698
"Ethanol, 2-phenoxy-",ALTHEA.csv,ALTHEA,14.0054,309,14.018,133,155804.83358396258
Methyl 8-oxooctanoate,ALTHEA.csv,ALTHEA,15.5262666666667,359,15.523,129,5897436.427868853
Triacetin,ALTHEA.csv,ALTHEA,15.6999,365,15.7,43,5228386.964723038
"Ethanol, 2-(2-butoxyethoxy)-, acetate",ALTHEA.csv,ALTHEA,15.94105,373,15.938,85,6692959.586666035
"2,4,7,9-Tetramethyl-5-decyn-4,7-diol",ALTHEA.csv,ALTHEA,16.65165,395,16.658,112,631209.2145890893
"Nonanoic acid, 9-oxo-, methyl ester",ALTHEA.csv,ALTHEA,16.8670666666667,403,16.883,67,2070855.0536550125
n-Tridecan-1-ol,ALTHEA.csv,ALTHEA,17.3300833333333,420,17.317,69,12331776.89844332
n-Tridecan-1-ol,ALTHEA.csv,ALTHEA,18.5229833333333,459,18.539,71,874899.9840342549
Hexadecane,ALTHEA.csv,ALTHEA,18.7866333333333,466,18.777,57,27224025.110658977
"Dodecanoic acid, 1-methylethyl ester",ALTHEA.csv,ALTHEA,19.0760166666667,477,19.073,43,7087800.997561807
Benzophenone,ALTHEA.csv,ALTHEA,19.3621833333333,486,19.362,106,2792677.065122273
"Methanone, (1-hydroxycyclohexyl)phenyl-",ALTHEA.csv,ALTHEA,20.0181166666667,509,20.029,81,2699124.9388378626
"Heptadecane, 3-methyl-",ALTHEA.csv,ALTHEA,20.6161666666667,529,20.612,43,2163251.2881427226
Octadecane,ALTHEA.csv,ALTHEA,20.90555,539,20.903,57,15606838.179652415
Nonadecane,ALTHEA.csv,ALTHEA,21.8862333333333,575,21.878,57,10106247.974914793
n-Hexadecanoic acid,ALTHEA.csv,ALTHEA,22.45215,593,22.444,57,838442.7456421161
"Disulfide, dimethyl",ANIVIA.csv,ANIVIA,4.07648333333333,61,4.08,79,598216.0201619547
Hexanal,ANIVIA.csv,ANIVIA,5.28868333333333,89,5.289,56,3108765.236013164
"Cyclotrisiloxane, hexamethyl-",ANIVIA.csv,ANIVIA,5.89316666666667,96,5.893,207,4715262.452172885
Benzaldehyde,ANIVIA.csv,ANIVIA,9.33822232080845,166,9.348,76,240557.05858560055
"Furan, 2-pentyl-",ANIVIA.csv,ANIVIA,9.99275,188,9.986,43,608409.1379743383
"Cyclotetrasiloxane, octamethyl-",ANIVIA.csv,ANIVIA,10.1149333333333,193,10.118,191,296767.0541848118
Octanal,ANIVIA.csv,ANIVIA,10.2178166666667,196,10.218,43,2093625.069336601
"1-Hexanol, 2-ethyl-",ANIVIA.csv,ANIVIA,10.7162,210,10.731,70,1593566.123871794
Acetophenone,ANIVIA.csv,ANIVIA,11.4782333333333,234,11.478,105,1337140.9459329275
Nonanal,ANIVIA.csv,ANIVIA,12.1020166666667,253,12.102,57,13050950.150920598
Dodecane,ANIVIA.csv,ANIVIA,13.6196666666667,298,13.616,57,1444938.2079647365
Decanal,ANIVIA.csv,ANIVIA,13.7289833333333,301,13.732,57,2524508.060912112
Tridecane,ANIVIA.csv,ANIVIA,15.0601333333333,344,15.06,57,1116080.4431409251
Tetradecane,ANIVIA.csv,ANIVIA,16.3848666666667,387,16.385,57,2997339.131585562
Hexadecane,ANIVIA.csv,ANIVIA,18.7706666666667,466,18.777,57,4322320.908743487
Benzophenone,ANIVIA.csv,ANIVIA,19.33335,485,19.336,181,197140.0674438579
"1,3-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester",ANIVIA.csv,ANIVIA,20.9024333333333,539,20.903,57,1915970.3993745588
"1,3-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester",ANIVIA.csv,ANIVIA,21.0149833333333,543,21.012,261,8674900.173927004
"2-Propanone, 1-methoxy-",DONALD.csv,DONALD,2.17372180783437,10,2.183,45,7636135.726414933
"1,3,5-Trifluorobenzene",DONALD.csv,DONALD,2.62316666666667,26,2.625,132,1798256.5152263578
"Butanal, 3-methyl-",DONALD.csv,DONALD,2.89326666666667,32,2.895,44,2330336.469752993
"Disulfide, dimethyl",DONALD.csv,DONALD,4.08021598107781,61,4.08,79,824280.38396276
"Cyclotrisiloxane, hexamethyl-",DONALD.csv,DONALD,5.89318333333333,96,5.893,207,7885999.995800216
Benzaldehyde,DONALD.csv,DONALD,9.33387991154803,165,9.322,85,83897.85073175999
Phenol,DONALD.csv,DONALD,9.75805,179,9.751,43,200207.22311666975
"Furan, 2-pentyl-",DONALD.csv,DONALD,9.99276666666667,188,9.986,43,570574.2312662039
"Cyclotetrasiloxane, octamethyl-",DONALD.csv,DONALD,10.1181666666667,193,10.118,191,509106.4625218393
"1-Hexanol, 2-ethyl-",DONALD.csv,DONALD,10.7258666666667,210,10.731,70,4478165.174294494
Nonanal,DONALD.csv,DONALD,12.10525,253,12.102,57,25375380.569197588
"Ethanol, 1-(2-butoxyethoxy)-",DONALD.csv,DONALD,13.5007166666667,294,13.497,57,18563615.855787605
Decanal,DONALD.csv,DONALD,13.7322166666667,301,13.732,57,5836701.609797032
"Ethanol, 2-phenoxy-",DONALD.csv,DONALD,13.9991,308,13.989,57,2181064.13259674
"2-Propanol, 1-(2-butoxy-1-methylethoxy)-",DONALD.csv,DONALD,14.2884833333333,318,14.288,45,3216759.4296870218
"2-Propanol, 1-(2-butoxy-1-methylethoxy)-",DONALD.csv,DONALD,14.356,320,14.343,71,817863.059695349
Methyl 8-oxooctanoate,DONALD.csv,DONALD,15.5231666666667,359,15.523,129,5052947.169276704
Triacetin,DONALD.csv,DONALD,15.7000166666667,365,15.7,43,5822773.89620524
"Ethanol, 2-(2-butoxyethoxy)-, acetate",DONALD.csv,DONALD,15.93795,373,15.938,85,5756997.701601862
"2,4,7,9-Tetramethyl-5-decyn-4,7-diol",DONALD.csv,DONALD,16.6453333333333,395,16.658,112,545120.079661985
"Nonanoic acid, 9-oxo-, methyl ester",DONALD.csv,DONALD,16.8639833333333,402,16.851,83,13478214.60861185
n-Tridecan-1-ol,DONALD.csv,DONALD,17.3269833333333,420,17.317,69,10612817.459039932
n-Tridecan-1-ol,DONALD.csv,DONALD,18.5198833333333,459,18.539,71,794490.2237475514
1-Octadecanol,DONALD.csv,DONALD,18.69995,464,18.697,83,4015473.178723139
Hexadecane,DONALD.csv,DONALD,18.78355,466,18.777,57,24032911.48076172
"Dodecanoic acid, 1-methylethyl ester",DONALD.csv,DONALD,19.0761333333333,477,19.073,43,3666522.995366823
Benzophenone,DONALD.csv,DONALD,19.3558833333333,486,19.362,106,2564662.192830961
n-Heptadecanol-1,DONALD.csv,DONALD,19.64205,496,19.647,71,2110976.359819838
"Methanone, (1-hydroxycyclohexyl)phenyl-",DONALD.csv,DONALD,20.0150166666667,508,20.006,99,5526137.948329632
Octadecane,DONALD.csv,DONALD,20.9024666666667,539,20.903,57,13145244.295594512
Isopropyl myristate,DONALD.csv,DONALD,21.1564666666667,547,21.162,73,6041859.754775872
"Benzene, (1-methyldodecyl)-",DONALD.csv,DONALD,22.0857166666667,581,22.076,178,1889902.966949512
n-Hexadecanoic acid,DONALD.csv,DONALD,22.4619,594,22.472,43,834474.1236951272
"2-Propanone, 1-methoxy-",FARIDA.csv,FARIDA,2.16343333333333,9,2.157,56,54899.9258890843
"Butanal, 3-methyl-",FARIDA.csv,FARIDA,2.89238155723577,32,2.895,44,2660496.8357913992
"Disulfide, dimethyl",FARIDA.csv,FARIDA,4.07422222313837,61,4.08,79,765048.029974299
"Cyclotrisiloxane, hexamethyl-",FARIDA.csv,FARIDA,5.89003333333333,96,5.893,207,7363643.58090085
Benzaldehyde,FARIDA.csv,FARIDA,9.33615897855185,166,9.348,76,223967.44831915657
Dimethyl trisulfide,FARIDA.csv,FARIDA,9.54588333333333,172,9.542,79,159135.02001288917
"Cyclotetrasiloxane, octamethyl-",FARIDA.csv,FARIDA,10.1150166666667,193,10.118,191,391807.5352453053
Octanal,FARIDA.csv,FARIDA,10.2146833333333,196,10.218,43,2262143.566771772
"1-Hexanol, 2-ethyl-",FARIDA.csv,FARIDA,10.7162833333333,210,10.731,70,1150002.7878135538
Acetophenone,FARIDA.csv,FARIDA,11.4751,234,11.478,105,1442919.7442744635
Nonanal,FARIDA.csv,FARIDA,12.0988833333333,253,12.102,57,13440907.947707543
Dodecane,FARIDA.csv,FARIDA,13.61975,298,13.616,57,1177056.4196679918
Decanal,FARIDA.csv,FARIDA,13.7290666666667,301,13.732,57,3233051.4060283746
Tridecane,FARIDA.csv,FARIDA,15.0634333333333,344,15.06,57,962489.5711892452
Tetradecane,FARIDA.csv,FARIDA,16.38495,387,16.385,57,2686234.847455225
"Nonanoic acid, 9-oxo-, methyl ester",FARIDA.csv,FARIDA,16.84475,402,16.851,83,647372.3184683734
1-Tetradecanol,FARIDA.csv,FARIDA,17.3141833333333,420,17.317,69,1561093.580091692
Hexadecane,FARIDA.csv,FARIDA,18.77395,466,18.777,57,4652039.1441179225
Benzophenone,FARIDA.csv,FARIDA,19.3334333333333,485,19.336,181,225093.19337356387
"1,3-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester",FARIDA.csv,FARIDA,20.9025166666667,539,20.903,57,1975397.1550092264
"1,3-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester",FARIDA.csv,FARIDA,21.01185,543,21.012,261,5426933.080735991
"1,3,5-Trifluorobenzene",HANSA.csv,HANSA,2.6261,26,2.625,132,2810001.495841843
"Butanal, 3-methyl-",HANSA.csv,HANSA,2.89618333333333,32,2.895,44,2351336.3303846824
"Heptane, 3-methylene-",HANSA.csv,HANSA,5.00225,80,4.999,83,106182.9750936848
"Cyclotrisiloxane, hexamethyl-",HANSA.csv,HANSA,5.89611666666667,96,5.893,207,10303912.929496411
Benzaldehyde,HANSA.csv,HANSA,9.33333333333333,165,9.322,85,87237.34299454276
Phenol,HANSA.csv,HANSA,9.75775,179,9.751,43,212548.4585222437
"Cyclotetrasiloxane, octamethyl-",HANSA.csv,HANSA,10.1178666666667,193,10.118,191,561357.1035902291
"1-Hexanol, 2-ethyl-",HANSA.csv,HANSA,10.7255833333333,210,10.731,70,4616498.780706026
Acetophenone,HANSA.csv,HANSA,11.47475,234,11.478,105,4431419.449252492
Nonanal,HANSA.csv,HANSA,12.1049666666667,253,12.102,57,22188476.601117637
"Octanoic acid, methyl ester",HANSA.csv,HANSA,12.4265,261,12.427,74,1989283.174044217
"Ethanol, 1-(2-butoxyethoxy)-",HANSA.csv,HANSA,13.494,294,13.497,57,13226485.77519246
Decanal,HANSA.csv,HANSA,13.7319333333333,301,13.732,57,5775040.895128909
"Ethanol, 2-phenoxy-",HANSA.csv,HANSA,13.9955833333333,308,13.989,57,1723357.471529986
"2-Propanol, 1-(2-butoxy-1-methylethoxy)-",HANSA.csv,HANSA,14.27855,318,14.288,45,2849151.324441413
"2-Propanol, 1-(2-butoxy-1-methylethoxy)-",HANSA.csv,HANSA,14.3492833333333,320,14.343,71,538708.5415404191
Methyl 8-oxooctanoate,HANSA.csv,HANSA,15.5228833333333,359,15.523,129,3998211.027660463
Triacetin,HANSA.csv,HANSA,15.6965166666667,365,15.7,43,3365242.688587199
"Nonanoic acid, 9-oxo-, methyl ester",HANSA.csv,HANSA,16.85725,402,16.851,83,11464835.441773571
n-Tridecan-1-ol,HANSA.csv,HANSA,17.3202666666667,420,17.317,69,7638552.586644447
Tridecanal,HANSA.csv,HANSA,17.7832833333333,435,17.783,57,3072460.149281123
Dodecanoic acid,HANSA.csv,HANSA,18.3298833333333,452,18.33,141,19146.13033873791
Hexadecane,HANSA.csv,HANSA,18.7800333333333,466,18.777,57,9805875.64769918
"Dodecanoic acid, 1-methylethyl ester",HANSA.csv,HANSA,19.0726333333333,477,19.073,43,2360119.0949232606
Benzophenone,HANSA.csv,HANSA,19.34915,486,19.362,106,2015149.31115805
"Methanone, (1-hydroxycyclohexyl)phenyl-",HANSA.csv,HANSA,20.0147333333333,508,20.006,99,3254954.3862560363
Octadecane,HANSA.csv,HANSA,20.89895,539,20.903,57,3958299.983489088
"1,4-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester",HANSA.csv,HANSA,21.0115,543,21.012,261,10059278.074703284
"1,3,5-Trifluorobenzene",KENNEBEC.csv,KENNEBEC,2.62641666666667,26,2.625,132,1693722.6452440924
"Butanal, 3-methyl-",KENNEBEC.csv,KENNEBEC,2.89961142477727,32,2.895,44,1817740.404932363
Pentanal,KENNEBEC.csv,KENNEBEC,3.30808333333333,46,3.315,44,2862904.097553506
"Cyclotrisiloxane, hexamethyl-",KENNEBEC.csv,KENNEBEC,5.89643333333333,96,5.893,207,6860649.935901802
Heptanal,KENNEBEC.csv,KENNEBEC,7.95105,132,7.959,70,1364524.5785633924
Benzaldehyde,KENNEBEC.csv,KENNEBEC,9.33043333333333,165,9.322,85,86001.63559604326
Phenol,KENNEBEC.csv,KENNEBEC,9.7613,180,9.767,60,292977.1782163709
"Furan, 2-pentyl-",KENNEBEC.csv,KENNEBEC,9.9928,188,9.986,43,659286.8119308841
"Cyclotetrasiloxane, octamethyl-",KENNEBEC.csv,KENNEBEC,10.1182,193,10.118,191,426170.6746582409
"1-Hexanol, 2-ethyl-",KENNEBEC.csv,KENNEBEC,10.7291166666667,210,10.731,70,5079483.982202597
Acetophenone,KENNEBEC.csv,KENNEBEC,11.4750833333333,234,11.478,105,5126009.647667995
Nonanal,KENNEBEC.csv,KENNEBEC,12.1085,253,12.102,57,32111056.373149727
"Ethanol, 1-(2-butoxyethoxy)-",KENNEBEC.csv,KENNEBEC,13.5039666666667,294,13.497,57,19572597.007831413
Dodecane,KENNEBEC.csv,KENNEBEC,13.6229333333333,298,13.616,57,3995516.433823868
Decanal,KENNEBEC.csv,KENNEBEC,13.73225,301,13.732,57,7075855.68755641
"Ethanol, 2-phenoxy-",KENNEBEC.csv,KENNEBEC,14.00235,308,13.989,57,2745907.316725808
Methyl 8-oxooctanoate,KENNEBEC.csv,KENNEBEC,15.5264166666667,359,15.523,129,5701232.601497975
Triacetin,KENNEBEC.csv,KENNEBEC,15.70005,365,15.7,43,5299655.734131812
"Ethanol, 2-(2-butoxyethoxy)-, acetate",KENNEBEC.csv,KENNEBEC,15.9412,373,15.938,85,6353477.261388941
"2,4,7,9-Tetramethyl-5-decyn-4,7-diol",KENNEBEC.csv,KENNEBEC,16.6518,395,16.658,112,644855.2397726352
"Nonanoic acid, 9-oxo-, methyl ester",KENNEBEC.csv,KENNEBEC,16.8672333333333,403,16.883,67,2089339.678761318
n-Pentadecanol,KENNEBEC.csv,KENNEBEC,17.3302333333333,420,17.317,69,13184675.87992302
"2,4-Di-tert-butylphenol",KENNEBEC.csv,KENNEBEC,17.8254,436,17.819,191,4034770.088362509
n-Tridecan-1-ol,KENNEBEC.csv,KENNEBEC,18.5231333333333,459,18.539,71,842586.1504035313
1-Octadecanol,KENNEBEC.csv,KENNEBEC,18.6999833333333,464,18.697,83,4180448.668575614
Hexadecane,KENNEBEC.csv,KENNEBEC,18.7868,466,18.777,57,25954565.42898424
"Dodecanoic acid, 1-methylethyl ester",KENNEBEC.csv,KENNEBEC,19.0793833333333,477,19.073,43,7110444.263540164
Benzophenone,KENNEBEC.csv,KENNEBEC,19.3591333333333,486,19.362,106,2650154.8174109147
"Methanone, (1-hydroxycyclohexyl)phenyl-",KENNEBEC.csv,KENNEBEC,20.0150666666667,508,20.006,99,5242612.062663015
Octadecane,KENNEBEC.csv,KENNEBEC,20.9057166666667,539,20.903,57,13256740.2966013
Nonadecane,KENNEBEC.csv,KENNEBEC,21.8831833333333,575,21.878,57,8267561.922485947
n-Hexadecanoic acid,KENNEBEC.csv,KENNEBEC,22.4523,593,22.444,57,836989.0064167838
"2-Propanone, 1-methoxy-",MEMPHIS.csv,MEMPHIS,2.17263333333333,10,2.183,45,7656608.395293852
"Butanal, 3-methyl-",MEMPHIS.csv,MEMPHIS,2.88965,32,2.895,44,4595846.717686013
Hexanal,MEMPHIS.csv,MEMPHIS,5.2883,89,5.289,56,2167714.5897906367
"Cyclotrisiloxane, hexamethyl-",MEMPHIS.csv,MEMPHIS,5.8928,96,5.893,207,7783335.308761111
Benzaldehyde,MEMPHIS.csv,MEMPHIS,9.3375116093026,166,9.348,76,262507.53440948407
Phenol,MEMPHIS.csv,MEMPHIS,9.75443333333333,179,9.751,43,116828.51900605964
"Furan, 2-pentyl-",MEMPHIS.csv,MEMPHIS,9.99236666666667,188,9.986,43,324016.5227565677
"Cyclotetrasiloxane, octamethyl-",MEMPHIS.csv,MEMPHIS,10.11455,193,10.118,191,391235.73000166414
Octanal,MEMPHIS.csv,MEMPHIS,10.21745,196,10.218,43,1916679.0119128672
"1-Hexanol, 2-ethyl-",MEMPHIS.csv,MEMPHIS,10.7158333333333,210,10.731,70,1274925.5254829137
Eucalyptol,MEMPHIS.csv,MEMPHIS,10.8187166666667,213,10.821,83,1746195.2384981676
Acetophenone,MEMPHIS.csv,MEMPHIS,11.47465,234,11.478,105,1829415.9496201
Nonanal,MEMPHIS.csv,MEMPHIS,12.10165,253,12.102,57,11746334.648669291
Dodecane,MEMPHIS.csv,MEMPHIS,13.6192833333333,298,13.616,57,1234042.8727065404
Decanal,MEMPHIS.csv,MEMPHIS,13.7286166666667,301,13.732,57,2762620.5682519795
Tridecane,MEMPHIS.csv,MEMPHIS,15.0597666666667,344,15.06,57,981537.565968034
Tetradecane,MEMPHIS.csv,MEMPHIS,16.3845,387,16.385,57,2678212.615408216
Hexadecane,MEMPHIS.csv,MEMPHIS,18.7702833333333,466,18.777,57,4113315.7145586167
Benzophenone,MEMPHIS.csv,MEMPHIS,19.3329833333333,485,19.336,181,211990.87658876125
"1,3-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester",MEMPHIS.csv,MEMPHIS,21.0757,545,21.089,149,2633068.783395663
"2-Propanone, 1-methoxy-",BILDTSTAR.csv,BILDTSTAR,2.1665,9,2.157,56,64772.99990821251
"Butanal, 3-methyl-",BILDTSTAR.csv,BILDTSTAR,2.88995,32,2.895,44,2541068.1681272504
"Cyclotrisiloxane, hexamethyl-",BILDTSTAR.csv,BILDTSTAR,5.8924241038531,96,5.893,207,6443496.229775044
Benzaldehyde,BILDTSTAR.csv,BILDTSTAR,9.33351666666667,165,9.322,85,14478.444655226527
Phenol,BILDTSTAR.csv,BILDTSTAR,9.7483,179,9.751,43,125850.00219725155
"Furan, 2-pentyl-",BILDTSTAR.csv,BILDTSTAR,9.99266666666667,188,9.986,43,267047.3914221295
"Cyclotetrasiloxane, octamethyl-",BILDTSTAR.csv,BILDTSTAR,10.11485,193,10.118,191,385152.22782902577
Octanal,BILDTSTAR.csv,BILDTSTAR,10.2145333333333,196,10.218,43,2631065.987234636
"1-Hexanol, 2-ethyl-",BILDTSTAR.csv,BILDTSTAR,10.7161166666667,210,10.731,70,1221297.1268205056
Acetophenone,BILDTSTAR.csv,BILDTSTAR,11.47495,234,11.478,105,1972929.81827598
Nonanal,BILDTSTAR.csv,BILDTSTAR,12.1019333333333,253,12.102,57,14571470.420892537
Dodecane,BILDTSTAR.csv,BILDTSTAR,13.6195833333333,298,13.616,57,1243545.7393967358
Decanal,BILDTSTAR.csv,BILDTSTAR,13.7289,301,13.732,57,3948597.0969222975
Tetradecane,BILDTSTAR.csv,BILDTSTAR,16.3847833333333,387,16.385,57,2807033.8730550325
"Nonanoic acid, 9-oxo-, methyl ester",BILDTSTAR.csv,BILDTSTAR,16.8445833333333,402,16.851,83,1486146.038646416
n-Tridecan-1-ol,BILDTSTAR.csv,BILDTSTAR,17.3140333333333,420,17.317,69,2467470.8681727634
Hexadecane,BILDTSTAR.csv,BILDTSTAR,18.7738,466,18.777,57,5364527.355642747
Benzophenone,BILDTSTAR.csv,BILDTSTAR,19.3332666666667,485,19.336,181,293975.74782009964
"1,3-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester",BILDTSTAR.csv,BILDTSTAR,20.9023666666667,539,20.903,57,1462586.3046231803
"1,3-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester",BILDTSTAR.csv,BILDTSTAR,21.0116833333333,543,21.012,261,8007465.028646224
n-Hexadecanoic acid,BILDTSTAR.csv,BILDTSTAR,22.4682333333333,594,22.472,43,1142860.269205638
"2-Propanone, 1-methoxy-",REDDALE.csv,REDDALE,2.16993333333333,9,2.157,56,82915.28037565616
"Butanal, 3-methyl-",REDDALE.csv,REDDALE,2.89577027319904,32,2.895,44,3050365.73615094
"Cyclotrisiloxane, hexamethyl-",REDDALE.csv,REDDALE,5.89653333333333,96,5.893,207,5788447.878779606
Benzaldehyde,REDDALE.csv,REDDALE,9.33811335722017,166,9.348,76,190587.8960974779
Phenol,REDDALE.csv,REDDALE,9.75175,179,9.751,43,114525.09155126392
"Cyclotetrasiloxane, octamethyl-",REDDALE.csv,REDDALE,10.1165533304645,193,10.118,191,301510.424469464
Octanal,REDDALE.csv,REDDALE,10.21475,196,10.218,43,2270520.0175796333
"1-Hexanol, 2-ethyl-",REDDALE.csv,REDDALE,10.71635,210,10.731,70,1132320.138026391
Eucalyptol,REDDALE.csv,REDDALE,10.81925,213,10.821,83,1458278.1542634745
Acetophenone,REDDALE.csv,REDDALE,11.4751666666667,234,11.478,105,1797739.5535704463
Nonanal,REDDALE.csv,REDDALE,12.1021666666667,253,12.102,57,13208966.806941338
Dodecane,REDDALE.csv,REDDALE,13.6198166666667,298,13.616,57,1342316.70458276
Decanal,REDDALE.csv,REDDALE,13.7291333333333,301,13.732,57,3343130.8960674177
Tridecane,REDDALE.csv,REDDALE,15.0635166666667,344,15.06,57,1088767.6362965095
Tetradecane,REDDALE.csv,REDDALE,16.3818,387,16.385,57,3041970.727202491
"Nonanoic acid, 9-oxo-, methyl ester",REDDALE.csv,REDDALE,16.8448166666667,402,16.851,83,1523397.7501119596
"3-Eicosene, (E)-",REDDALE.csv,REDDALE,17.3142666666667,420,17.317,69,2364114.468333232
Hexadecane,REDDALE.csv,REDDALE,18.7708166666667,466,18.777,57,4032017.379227345
Benzophenone,REDDALE.csv,REDDALE,19.3335,485,19.336,181,301322.0237361209
"1,3-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester",REDDALE.csv,REDDALE,20.9026,539,20.903,57,1887163.6423283536
"1,4-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester",REDDALE.csv,REDDALE,21.0119166666667,543,21.012,261,8231354.769059761
"1,4-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester",REDDALE.csv,REDDALE,21.0762166666667,545,21.089,149,2720907.1384913614
"2-Propanone, 1-methoxy-",VIOLET QUEEN.csv,VIOLET QUEEN,2.17286666666667,10,2.183,45,6789151.233774794
"1,3,5-Trifluorobenzene",VIOLET QUEEN.csv,VIOLET QUEEN,2.62301666666667,26,2.625,132,1964056.022415492
"Butanal, 3-methyl-",VIOLET QUEEN.csv,VIOLET QUEEN,2.89631666666667,32,2.895,44,11012562.73728554
"Heptane, 3-methylene-",VIOLET QUEEN.csv,VIOLET QUEEN,5.00238333333333,80,4.999,83,77914.17166805189
"Cyclotrisiloxane, hexamethyl-",VIOLET QUEEN.csv,VIOLET QUEEN,5.89491893359831,96,5.893,207,5680306.126925326
"2-Propanol, 1-butoxy-",VIOLET QUEEN.csv,VIOLET QUEEN,8.88975,152,8.912,72,22794.64212223597
Benzaldehyde,VIOLET QUEEN.csv,VIOLET QUEEN,9.33025,165,9.322,85,79048.46779082804
Phenol,VIOLET QUEEN.csv,VIOLET QUEEN,9.76431666666667,180,9.767,60,296958.0406828503
"Furan, 2-pentyl-",VIOLET QUEEN.csv,VIOLET QUEEN,9.99261666666667,188,9.986,43,652701.5635197627
"Cyclotetrasiloxane, octamethyl-",VIOLET QUEEN.csv,VIOLET QUEEN,10.1148,193,10.118,191,381004.0947347592
"1-Hexanol, 2-ethyl-",VIOLET QUEEN.csv,VIOLET QUEEN,10.7257166666667,210,10.731,70,4594877.091392594
Acetophenone,VIOLET QUEEN.csv,VIOLET QUEEN,11.4748833333333,234,11.478,105,4654803.763170636
Nonanal,VIOLET QUEEN.csv,VIOLET QUEEN,12.1051,253,12.102,57,25967356.46760221
"Ethanol, 1-(2-butoxyethoxy)-",VIOLET QUEEN.csv,VIOLET QUEEN,13.5005666666667,294,13.497,57,18592918.485376563
Decanal,VIOLET QUEEN.csv,VIOLET QUEEN,13.7320666666667,301,13.732,57,5413954.92650467
"Ethanol, 2-phenoxy-",VIOLET QUEEN.csv,VIOLET QUEEN,14.00215,308,13.989,57,2488598.9110639496
Methyl 8-oxooctanoate,VIOLET QUEEN.csv,VIOLET QUEEN,15.5230166666667,359,15.523,129,4300335.830128023
Triacetin,VIOLET QUEEN.csv,VIOLET QUEEN,15.6998666666667,365,15.7,43,4832102.851076859
Tetradecane,VIOLET QUEEN.csv,VIOLET QUEEN,16.3847333333333,387,16.385,57,14371780.31021212
"2,4,7,9-Tetramethyl-5-decyn-4,7-diol",VIOLET QUEEN.csv,VIOLET QUEEN,16.6419666666667,395,16.658,112,506830.4506506509
"Nonanoic acid, 9-oxo-, methyl ester",VIOLET QUEEN.csv,VIOLET QUEEN,16.8606,402,16.851,83,11132177.697105316
n-Tridecan-1-ol,VIOLET QUEEN.csv,VIOLET QUEEN,17.3268333333333,420,17.317,69,11042819.316744223
"1-Decanol, 2-hexyl-",VIOLET QUEEN.csv,VIOLET QUEEN,17.7126833333333,433,17.713,57,6750136.814732109
n-Tridecan-1-ol,VIOLET QUEEN.csv,VIOLET QUEEN,18.5197333333333,459,18.539,71,652654.2025125491
1-Octadecanol,VIOLET QUEEN.csv,VIOLET QUEEN,18.6997833333333,464,18.697,83,3543947.392214808
Hexadecane,VIOLET QUEEN.csv,VIOLET QUEEN,18.7833833333333,466,18.777,57,23879764.572669853
"Dodecanoic acid, 1-methylethyl ester",VIOLET QUEEN.csv,VIOLET QUEEN,19.0759833333333,477,19.073,43,5496487.007025962
Benzophenone,VIOLET QUEEN.csv,VIOLET QUEEN,19.3525,486,19.362,106,2369510.4477743786
"Methanone, (1-hydroxycyclohexyl)phenyl-",VIOLET QUEEN.csv,VIOLET QUEEN,20.0148666666667,508,20.006,99,4663438.464135874
Octadecane,VIOLET QUEEN.csv,VIOLET QUEEN,20.9055166666667,539,20.903,57,12972409.366159707
"1,4-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester",VIOLET QUEEN.csv,VIOLET QUEEN,21.01485,543,21.012,261,4591685.748856486
Nonadecane,VIOLET QUEEN.csv,VIOLET QUEEN,21.8862,575,21.878,57,5614415.1256387895
"Butanal, 3-methyl-",ADORA.csv,ADORA,2.89308333333333,32,2.895,44,3847878.457655193
"Disulfide, dimethyl",ADORA.csv,ADORA,4.08192302274175,61,4.08,79,1094885.5914453794
